	sample_1	sample_2	sample_3	sample_4	sample_5	sample_6
211936	0	1	0	0	0	0
77574	80	81	80	83	89	107
56724	1118	1029	1025	902	975	962
20776	7	3	4	4	3	3
545370	0	0	1	2	0	0
67553	201	246	240	179	191	184
20091	16412	15522	16609	15817	15285	15678
78925	80	85	88	83	71	59
227736	0	0	1	0	0	1
98952	184	204	206	194	203	178
81600	1	0	0	0	0	0
328572	2077	2041	2130	1941	1835	1909
12804	0	0	0	0	0	0
227683	120	139	138	144	144	125
105835	234	286	297	246	263	227
67039	2158	2280	2095	1770	1880	1910
70616	642	657	683	640	599	610
26395	2225	2647	2445	2409	2526	2401
12404	0	0	0	0	0	0
68598	1795	2119	2010	1691	1743	1661
236451	432	429	427	316	309	339
269784	0	0	2	0	0	0
414758	444	359	364	341	336	318
83813	0	1	1	0	0	1
70369	515	530	523	478	503	474
231123	503	602	422	338	369	388
13437	742	798	837	874	827	787
14409	1	0	1	1	1	2
238803	2	0	2	0	0	1
228966	50	53	66	43	44	43
332131	0	1	0	0	1	0
14469	322	225	299	262	256	255
331532	0	0	0	0	0	0
108112	96	89	75	86	81	81
100039707	584	603	623	557	572	523
224902	1455	1585	1663	1569	1530	1562
216440	4817	4896	5229	4856	4561	4440
14129	5486	4362	5121	5498	5093	5639
226278	0	0	0	0	0	0
71738	317	220	297	157	136	159
15468	505	500	524	545	529	491
68323	132	136	158	102	103	134
56453	1526	1555	1570	1527	1510	1485
320159	0	1	0	0	0	0
226432	1404	1854	1612	1594	1506	1549
170762	778	1030	915	756	734	791
17394	6027	5918	5759	2507	2442	2291
69662	270	290	306	325	343	333
50778	2900	2964	2496	3360	3861	3791
15528	1014	1109	1074	1037	1084	1048
55981	261	275	275	274	271	253
50523	763	692	771	783	705	762
73469	1347	1232	1296	1021	1101	1150
83770	0	0	0	0	0	1
20517	0	0	0	0	0	0
66717	2	7	5	4	4	1
269941	324	369	331	325	295	341
225655	27	47	40	31	20	25
75753	0	0	0	1	0	0
105670	5860	4350	5418	4163	4261	4221
19215	0	0	0	0	0	0
68038	638	722	718	666	621	614
50795	0	1	0	2	0	0
56441	312	355	378	472	408	383
74717	2	5	4	0	1	0
18617	0	0	0	0	1	0
14745	25	23	24	13	21	11
20867	1629	2274	1852	1909	2084	1849
76123	593	738	666	460	529	472
380969	178	189	217	195	202	198
76983	786	805	726	673	695	657
67429	246	306	238	223	234	239
64010	1137	1126	1050	926	982	964
52575	414	410	355	373	432	431
381582	12	8	6	7	7	6
13400	135	402	291	469	496	452
629059	0	1	0	1	3	2
67862	180	151	200	181	160	157
107585	0	0	1	0	0	0
74006	1507	1775	1399	1178	1425	1332
50905	0	0	0	0	0	0
20450	0	0	0	0	0	0
11841	1378	1599	1499	1420	1352	1332
94047	5	1	4	3	2	0
13480	755	783	725	644	757	672
20382	4236	4998	4582	4521	4303	4450
100503949	470	457	441	359	274	385
67072	619	615	684	631	678	655
18817	978	1526	1274	835	893	727
74334	1458	1265	1477	1345	1275	1381
72615	310	242	312	298	238	269
14960	3128	1047	2600	2904	2389	2953
16162	204	282	268	157	177	170
53814	0	0	0	0	1	1
100862261	0	0	0	0	0	0
109113	2087	2060	2051	1774	1866	1847
71137	0	0	0	0	0	0
66072	745	653	732	684	695	702
13842	0	0	0	0	0	0
12867	2437	2365	2418	2199	2325	2273
232077	0	1	0	0	0	0
22174	3	4	4	3	3	5
69675	1	1	0	1	0	1
224794	27	37	41	22	25	23
68031	719	649	691	653	644	628
77042	0	0	1	0	0	0
631145	0	0	0	1	0	0
216858	248	219	272	269	269	248
73130	1998	1762	1391	1415	1456	1472
15977	0	0	0	0	0	0
53868	0	0	0	1	0	1
67141	474	674	554	405	338	319
30050	1187	1169	1147	1062	1145	1128
18099	402	418	366	379	413	385
230025	0	0	0	1	1	1
74352	400	374	371	335	392	402
57776	2	3	4	0	1	1
69178	11906	10264	10633	10471	10999	11251
18150	354	432	393	420	412	349
66140	260	337	263	185	195	170
110078	1967	2139	2118	1942	1904	1883
69863	254	239	229	279	323	347
66768	93	102	113	93	92	116
74562	0	0	0	0	0	0
51944	1185	1436	1250	791	862	756
16169	97	70	98	81	57	72
66659	273	279	280	307	285	294
21833	510	516	625	447	476	401
67963	30145	24601	29034	31617	31573	30819
72275	1	2	3	0	1	0
102122	918	1034	1050	947	978	932
433748	0	0	0	0	1	0
12902	0	0	0	0	0	1
74377	3	5	5	6	6	3
17168	203	257	256	289	256	239
93761	0	0	0	0	0	0
210719	0	0	0	0	0	0
208166	0	1	0	0	0	1
20400	0	0	0	0	0	0
13654	792	344	666	804	746	890
76007	880	758	710	664	675	708
320528	2262	2687	2307	2211	2278	2281
268996	1084	1181	1260	1137	1096	1120
208080	3	7	3	9	2	9
51799	0	0	1	2	3	5
73451	124	95	97	71	85	79
68250	3159	3671	3161	2711	3077	2820
67602	1348	1450	1450	1442	1435	1398
448850	106	145	127	144	137	120
74760	4379	4486	4784	3938	3634	3605
71163	336	277	294	232	261	262
208715	5122	3878	4281	4788	4800	4705
628100	4	3	5	4	7	2
108169197	0	1	1	3	0	0
225875	113	165	155	174	121	136
238988	0	0	0	0	0	0
26401	1509	1394	1414	1185	1224	1199
338368	127	126	135	131	103	104
21885	330	305	344	400	356	337
27966	154	256	208	195	195	197
68294	761	803	961	797	729	665
319996	6	6	2	0	0	1
12789	0	0	0	0	0	0
269955	55	39	56	51	55	52
268373	26748	30205	29050	30106	28877	27589
71946	893	1161	1048	804	786	719
320333	0	0	0	0	0	0
114604	173	142	125	164	131	147
66532	2	2	4	1	3	4
234353	902	887	801	835	792	830
14115	12	2	5	21	13	7
68553	1	0	0	0	2	0
218977	651	1052	815	562	546	531
18145	5704	6528	6212	6609	6463	6318
100505397	0	0	4	0	0	5
13380	0	0	0	0	0	0
67282	597	536	570	576	596	553
239591	0	0	0	0	0	0
224694	213	216	182	163	151	156
68134	336	330	338	263	310	298
217692	538	552	609	566	563	547
271849	38	29	35	45	53	37
76051	302	267	260	265	307	321
329908	1363	1584	1497	1293	1337	1422
16643	2	1	1	1	0	2
23879	1011	1212	1220	1147	1204	1146
15571	0	0	0	0	2	0
13394	0	0	0	0	0	0
114741	1760	2134	1756	1525	1702	1663
27389	12	6	13	7	8	13
98365	1026	1337	1131	818	926	802
237362	0	0	0	0	0	0
15463	1524	1755	1503	1431	1512	1402
546049	0	0	0	0	0	0
108067	205	245	215	228	242	241
22051	99	109	117	120	129	126
104252	52	26	73	50	60	39
74255	1509	1644	1552	1468	1459	1444
19988	15623	14662	16639	15747	14937	15569
232023	768	874	751	906	940	954
654824	106	114	111	96	73	86
70239	357	399	374	342	312	320
16833	0	0	0	0	0	0
15476	4	5	7	10	6	15
18810	7069	8843	8725	6225	5916	5691
100039830	5	3	4	5	7	7
228361	1038	1112	1131	1047	1037	1068
384997	0	0	0	0	0	0
70546	25	50	37	20	22	20
20823	3060	3526	2824	2281	2429	2375
244421	179	161	179	204	237	189
96979	214	243	284	287	289	260
68680	1	1	1	1	0	0
76044	2025	2040	1753	1238	1344	1341
66816	310	297	250	228	269	245
17059	15	4	8	7	7	6
94214	0	0	0	0	2	3
235028	369	336	328	294	336	325
217012	0	0	2	0	0	0
217946	735	944	835	807	766	771
21894	15809	17418	18300	20272	18352	19006
17973	656	619	638	445	458	518
18377	4	6	7	4	6	1
66646	780	831	640	599	728	729
17001	222	221	257	113	99	108
12877	112	132	121	132	161	143
18046	463	520	540	493	450	498
67443	3362	2851	3189	2996	2810	3050
19247	1996	2137	2054	1951	2009	1935
242408	0	0	0	0	0	1
68544	1077	1190	1314	1284	1154	1090
20684	2991	2606	2717	2219	2252	2267
14428	1	0	1	2	0	0
16319	2540	3494	3044	2227	2151	2050
27205	2	0	0	1	1	1
13626	792	883	771	663	693	686
218543	991	1041	937	746	862	876
118567886	0	0	0	0	0	0
242122	0	0	0	0	0	0
20674	0	0	0	0	1	0
65967	292	359	375	358	322	313
73658	758	989	1016	1013	940	875
268759	75	88	84	76	84	71
71721	0	0	0	0	0	0
115488611	68	62	50	67	64	73
381628	0	0	0	1	0	0
11430	1907	1887	2011	1946	2068	1909
50501	0	0	0	0	0	0
14678	17739	19929	20899	17328	16780	15799
78617	6	7	7	2	6	2
107373	3677	4278	3504	2838	3009	3054
19293	0	0	0	0	0	0
27368	390	587	457	385	424	423
26406	2783	2835	2797	2510	2651	2624
17128	1465	1437	1447	1363	1367	1313
228071	1477	1307	1414	1355	1282	1366
16173	335	300	297	196	205	202
75828	0	2	3	1	2	0
69479	5	8	5	5	2	6
76893	5754	6274	6280	7337	7334	7283
226548	3414	3338	3334	3215	3059	3008
381334	2	0	0	0	0	0
56336	2251	2461	2629	2760	2733	2723
214922	17	14	12	10	10	9
12952	148	166	161	158	150	156
102638514	0	0	0	0	0	0
211896	155	198	156	146	139	129
110954	30308	24338	26986	27067	27460	27212
67484	872	702	856	2632	2471	2468
18054	318	31	232	45	15	44
26914	3051	3318	3518	3060	2902	3019
619309	0	0	0	0	0	0
353188	1	1	1	2	4	0
319953	192	307	267	232	254	230
100226	2158	2088	2007	1838	1932	2011
245450	0	0	0	0	0	0
110279	118	110	110	105	100	114
72084	275	284	287	281	318	322
53416	3	3	9	4	2	3
56504	4	12	11	5	13	11
20297	0	0	0	0	0	1
74306	14	13	13	16	19	18
620913	49	58	59	43	54	51
57748	305	219	271	262	292	303
227094	182	183	191	162	143	134
230848	272	277	284	252	241	269
66580	430	426	356	336	400	363
114570	8	3	5	3	2	6
70103	603	681	780	741	716	594
246787	0	1	0	1	0	4
13664	1855	1957	1722	1770	1900	1905
12946	1459	1465	1367	1359	1361	1388
210535	0	0	0	0	0	0
11781	593	472	559	535	462	482
18733	9503	7499	9229	8882	8185	9202
66147	3573	3426	3949	3615	3369	3157
72873	5	17	8	7	7	8
13609	2036	2279	2092	1826	1888	1863
14739	2565	2545	2830	3166	3050	3028
277666	0	0	0	0	0	0
216869	6037	6031	6308	5960	5725	5726
319660	20	42	37	34	53	44
69009	177	207	219	211	203	172
105511	0	0	2	0	0	1
29810	1057	1215	1217	1144	1055	1110
115487413	2	4	0	0	0	1
20184	658	752	621	566	580	618
381196	0	0	0	0	0	0
212898	3091	2614	2855	2719	2630	2648
18741	0	1	0	0	0	0
75284	67	81	84	71	90	79
17965	1	1	0	0	1	2
242341	2059	953	1575	2176	2171	2657
233733	0	0	0	1	0	1
19261	43003	36554	44022	46288	41935	41698
628040	0	0	0	0	1	0
69894	0	0	0	0	1	0
93883	1	0	0	0	0	0
230157	13	60	24	18	22	14
74610	703	672	815	882	746	771
234595	1188	1282	1287	1370	1405	1261
240697	1	2	2	2	6	2
14239	1	0	0	1	1	1
216021	0	1	0	0	1	0
77889	1179	1209	1271	1157	1137	1136
243084	0	0	0	0	0	0
227717	0	0	0	0	0	0
83679	631	579	542	635	662	628
21453	1154	1548	1494	1278	1192	1175
109620	0	1	0	0	0	0
18514	164	149	144	146	158	152
68087	391	443	487	494	441	391
59002	263	275	247	259	250	234
56188	0	0	0	0	1	0
70465	628	684	647	632	709	635
55946	1768	2223	1834	1617	1813	1724
108013	5	4	3	11	10	3
12615	1235	1241	1417	994	1049	795
68626	452	489	474	510	483	507
14751	12725	15034	14467	12890	12669	12227
66266	641	536	503	534	523	548
12703	12	13	12	14	8	3
101497	375	339	431	373	347	335
16154	3496	2526	3221	3121	2937	3195
15018	92	46	95	59	55	22
78252	0	2	0	0	0	0
223920	5	40	10	25	41	27
74122	3124	3889	3381	2886	2773	2750
118567643	3	1	1	3	0	1
100041979	84	91	55	59	45	61
14284	1013	950	989	912	879	845
64113	55	34	39	56	51	49
12738	0	0	0	0	0	0
110083	0	1	0	0	0	0
83383	96	121	109	94	106	94
54720	544	621	631	725	731	681
68572	341	402	415	414	343	324
20348	32	64	45	26	60	40
12858	2300	2426	2221	2327	2449	2223
320869	8	4	8	7	9	8
228012	1914	1992	1839	1851	2002	1883
20743	13	8	6	8	15	7
11858	173	164	174	251	240	189
227399	853	834	725	621	740	752
329154	1200	1170	1086	929	937	959
66077	888	999	1034	1036	938	967
100039781	0	0	0	0	0	0
75871	187	198	225	150	150	155
20877	1046	1449	1231	926	826	789
94089	19	16	21	29	23	31
71389	704	648	668	606	597	655
110168	14	8	15	9	19	18
94353	199	299	235	129	168	150
67848	201	196	186	210	189	192
26931	3559	3506	3397	3020	3098	3023
233877	250	293	275	293	309	285
70178	728	838	760	774	837	781
17318	583	759	694	849	749	800
18108	704	868	766	667	750	678
269610	38	20	20	17	18	21
78317	808	814	815	723	684	654
22235	1840	2129	1782	1523	1580	1553
20617	9	3	3	6	5	2
107970	0	1	0	0	0	0
212285	341	301	305	394	434	488
14421	1590	1781	2011	1635	1467	1422
240334	226	266	259	198	206	189
14232	3099	3455	3942	3410	3197	3116
69315	0	0	0	0	0	0
71902	1584	1869	1716	1579	1636	1646
16617	0	0	0	0	0	0
226101	7018	7485	7169	7111	6937	7341
66165	736	836	749	812	791	741
71831	0	0	0	0	0	0
68481	190	246	210	223	232	204
18612	2	2	1	5	1	2
102640263	2	3	1	1	3	5
192120	8	14	6	11	8	9
63859	0	1	0	0	0	0
68980	257	234	260	201	257	202
231600	1034	943	972	966	892	951
546801	0	0	0	0	0	0
15511	19	34	19	28	35	39
217151	809	294	553	669	583	721
101685	735	603	651	724	786	796
68777	4	2	2	1	0	0
11544	1213	1520	1540	1389	1347	1249
29813	1057	912	1118	1135	936	991
15000	24	23	51	16	13	23
53421	3212	3373	3246	3151	3277	3165
68112	740	832	816	877	870	834
320473	631	745	746	752	703	734
20587	706	903	916	869	837	745
15424	0	0	0	0	0	0
14693	5960	6660	6701	6109	5959	5561
27028	1	2	1	2	1	1
71361	450	545	526	472	464	433
100042960	0	0	1	1	0	1
22273	2295	2734	2711	2770	2775	2613
57916	1069	989	1033	872	895	875
403178	0	2	4	0	0	1
211389	189	198	199	200	192	204
195209	56	66	86	114	106	120
245381	0	0	0	0	0	0
14256	152	100	146	135	110	143
13631	572	626	685	588	602	529
109019	883	775	710	620	690	646
54122	630	698	597	480	532	516
17425	1073	1061	1066	1054	992	993
268980	1149	1110	980	940	986	1001
52033	653	908	700	500	571	545
100039350	0	0	1	1	0	0
66323	0	0	0	0	0	1
245688	2885	3699	3120	2734	2897	2936
101434	0	0	0	0	0	0
12506	3485	2909	3017	3158	3370	3616
258712	0	0	0	0	0	0
105083	157	225	197	165	173	188
546134	0	1	0	2	5	4
72831	749	842	826	841	791	807
223433	3702	3497	3605	3131	3156	3200
68953	1694	2046	1963	1668	1751	1660
21873	507	565	568	424	505	446
14137	1789	1791	1863	1781	1764	1739
66379	509	484	540	601	571	505
72018	837	794	785	706	686	733
14202	1	2	3	2	4	1
66541	278	262	264	264	260	270
224823	272	319	343	359	342	324
12517	5503	5304	5739	7087	6734	6913
654465	0	1	0	0	0	0
242050	0	0	0	1	1	0
13350	192	223	260	255	222	229
14081	779	905	862	821	831	797
170736	2094	2582	2333	2257	2372	2182
67460	571	597	511	515	598	567
224598	238	179	148	134	119	135
71687	25	53	46	39	37	43
101055758	15	0	4	7	5	1
319504	11	5	10	15	11	21
20963	6341	6313	6614	8277	7971	8036
235559	1923	2632	2257	1833	1831	1792
110391	1417	1440	1422	1568	1545	1532
638532	0	0	0	1	0	0
223697	2810	3225	3285	2827	2662	2516
20460	464	644	567	426	397	388
433415	0	0	0	0	0	0
20706	84	105	85	54	49	68
207425	1642	1545	1631	1694	1642	1685
16871	0	0	0	0	0	0
70573	356	406	348	371	389	340
71865	438	420	386	352	379	372
171504	4320	4250	4283	4004	3836	3980
448987	0	0	0	0	0	0
74105	1297	1277	1277	1331	1277	1280
67732	454	385	501	466	439	447
231861	1542	1445	1630	1413	1268	1302
71116	387	439	445	373	384	352
15013	0	0	0	0	0	0
76967	239	311	256	223	235	213
18805	378	388	407	358	413	414
72739	652	557	553	603	565	634
53330	1029	903	868	1026	1194	1120
72925	1316	970	1030	885	1026	1050
67922	1634	1553	1762	1590	1514	1506
16443	3358	3569	3692	3325	3172	3378
216549	1494	1361	1333	1222	1333	1496
67373	0	0	0	0	0	0
50767	404	490	482	446	461	461
67689	1807	1751	1919	2002	1754	1738
51800	4	3	3	1	0	0
240726	6	3	4	6	4	7
78798	694	742	705	570	670	670
15401	13	14	9	6	17	16
211949	33	56	37	101	109	89
81897	538	313	530	619	516	527
210044	13	31	19	14	25	21
227835	165	225	185	192	195	202
14088	126	134	153	129	93	122
18518	1162	981	1140	1084	1149	1091
19357	4086	4857	4250	3211	3497	3358
84585	687	658	763	767	731	731
69068	2	1	4	1	1	1
53859	409	372	471	355	342	332
14149	134	169	133	159	172	155
15417	0	0	0	0	0	0
16364	166	82	131	82	57	66
433586	211	187	219	185	157	158
67186	6711	6702	6779	5097	6372	5108
270049	0	0	0	0	0	0
110524	423	446	476	466	452	429
69162	1742	1967	2022	1972	1962	1936
59009	93	101	102	84	89	65
217737	2804	3506	3212	3921	3898	3864
20254	0	0	0	0	0	0
75339	539	603	509	430	505	426
234865	700	921	784	698	634	723
68947	0	0	0	1	0	0
15117	2	1	1	0	1	0
83767	1	3	2	2	3	0
243653	23	6	15	19	10	4
208076	0	0	0	0	0	0
102639543	162	86	146	90	77	88
224656	130	152	158	150	165	166
67608	767	716	699	703	678	655
244585	143	170	169	115	100	124
15216	2006	1736	1881	1634	1589	1733
23886	348	500	486	1783	2007	1392
69568	933	984	916	975	1104	1049
214616	193	217	186	193	196	179
266614	22	23	18	16	19	15
12457	264	253	297	236	228	248
67645	0	0	0	0	0	0
14620	0	0	0	0	0	0
74243	239	282	207	172	199	201
74322	679	785	845	817	737	780
56375	254	249	252	290	297	316
16815	3	5	5	2	4	6
228061	2284	2479	2154	1874	2024	2052
142980	334	321	280	236	241	246
12354	13	16	13	9	16	13
195018	1272	1264	1240	1202	1269	1214
435818	0	0	0	0	0	0
545645	0	1	0	0	0	0
664968	20	26	32	34	31	19
19362	423	597	460	325	324	331
338369	94	77	101	90	114	107
70292	57	50	39	50	48	62
20227	1190	1285	1335	1166	1174	1097
14068	484	277	463	363	319	352
69187	0	2	2	2	0	1
66867	862	795	883	790	782	792
239849	1012	1100	957	758	789	810
110639	944	1067	923	786	967	931
68770	398	406	364	390	446	414
108900	75	112	104	127	101	87
19733	0	0	1	0	0	0
68971	131	214	169	156	160	130
252972	2836	2796	3112	2472	2125	2154
18720	682	729	712	726	739	669
74934	0	0	0	0	0	0
72635	100	127	115	116	74	104
66206	424	371	323	262	320	303
319944	609	630	613	559	561	515
11459	0	0	1	2	2	4
140792	660	754	665	566	608	620
14194	1028	1015	1090	1050	1060	983
108168625	0	0	0	0	0	0
54214	1467	1600	1704	1441	1495	1415
100502967	0	0	0	0	0	0
57784	1626	1594	1655	1385	1424	1434
232087	3206	3166	3104	3468	3237	3538
75901	685	702	627	598	572	568
665211	599	511	487	408	349	398
56449	1578	2633	2127	2296	2356	2143
214084	2	0	1	0	0	0
64652	5837	6058	7020	6443	6083	6225
66132	207	207	190	190	180	177
18792	9193	10265	9971	14082	13816	14189
243963	25	42	20	21	24	30
11832	0	0	0	0	0	0
16504	11	8	8	11	11	21
236749	0	0	0	0	0	0
100609	151	139	174	160	144	155
232821	5	6	17	6	5	9
66567	20	32	30	16	22	20
269523	8875	9844	9536	9298	9531	9194
18128	1303	1459	1445	1189	1119	1153
66625	1607	1405	1482	1379	1346	1414
320951	2228	2095	2207	2313	2193	2210
106794	452	431	467	407	434	490
545384	1	1	0	0	0	0
70620	732	700	611	482	597	557
227326	2	1	4	2	4	1
18569	444	312	361	244	247	300
13025	1544	1382	1408	672	665	719
15109	13	10	17	9	8	6
12649	224	277	219	180	185	159
223642	511	542	614	570	526	522
622408	0	0	0	0	0	0
67538	146	174	143	142	136	150
